wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q10272093,Elvira Fortunato,Elvira Fortunato,female,1964-07-22,11,https://www.portugal.gov.pt/en/gc23/government,2022-04-05,Q107815200,"Minister of Science, Technology and Higher Education",2022-03-30,Q10272093-B4633DAF-96A8-452F-AAA0-A3337499AA26
Q10347660,Pedro Nuno Santos,Pedro Nuno Santos,male,1977-04-13,11,https://www.portugal.gov.pt/en/gc23/government,2022-04-05,Q107815037,Minister of Infrastructure and Housing,2019-10-26,Q10347660-61B87F16-6393-4F5E-BDDE-53F0E0B8D59F
Q108114536,Ângela Ferreira,Ângela Ferreira,female,1975-06-12,11,,,Q108123940,Deputy Minister for Cultural Heritage,2019-10-26,Q108114536-1c7ef20a-4ab4-6281-2c38-39554e96f48b
Q108120815,João Costa,João Costa,male,1972-11-04,11,,,Q30121475,Minister of Education,2022-03-30,Q108120815-ca7c67d6-478b-9a6b-018b-c365ebc74231
Q111346739,Helena Carreiras,Helena Carreiras,female,1965-09-26,11,https://www.portugal.gov.pt/en/gc23/government,2022-04-05,Q25906445,Minister of Defence,2022-03-30,Q111346739-B65B6A10-0327-43BC-9450-A3035229DE16
Q111349255,Duarte Cordeiro,Duarte Cordeiro,male,1979-02-23,11,https://www.portugal.gov.pt/en/gc23/government,2022-04-05,Q107815370,Minister of Environment and Climate Action,2022-03-30,Q111349255-4f87595c-4aba-e7c7-3342-42bd7a70dad6
Q111435569,Pedro Adão e Silva,Pedro Adão e Silva,male,1974-05-01,10,,,Q107815497,Minister of Culture,2022-03-30,Q111435569-de75cd0a-4e4e-3600-5d16-ecb48ef42407
Q20017756,Fernando Medina,Fernando Medina,male,1973-03-10,11,https://www.portugal.gov.pt/en/gc23/government,2022-04-05,Q99281259,Minister of Finance,2022-03-30,Q20017756-c2d75736-4257-55b9-b755-519485ef7c0b
Q25336913,Catarina Sarmento e Castro,Catarina Sarmento e Castro,female,1970-05-16,11,,,Q43186489,Minister of Justice,2022-03-30,Q25336913-66F8885B-C9D2-4D64-AA2B-FE2F7ED30D72
Q28973799,Mariana Vieira da Silva,Mariana Vieira da Silva,female,1978-05-08,11,,,Q111982239,Minister of the Presidency,2022-03-30,Q28973799-d708a623-4999-246b-d6b1-3cecb3f571e6
Q52112309,Ana Mendes Godinho,Ana Mendes Godinho,female,1972-06-29,11,,,Q107815771,"Minister of Labour, Solidarity and Social Security",2019-10-26,Q52112309-2588756A-BF70-42C3-8DC7-66828360CF26
Q57339530,Marta Temido,Marta Temido,female,1974-03-02,11,https://www.portugal.gov.pt/en/gc23/government,2022-04-05,Q23196603,Minister of Health,2018-10-15,Q57339530-d1fd2e3f-4ce8-98af-50af-2610153d29a0
Q57343622,João Gomes Cravinho,João Gomes Cravinho,male,1964-06-16,11,,,Q4294919,Minister of Foreign Affairs,2022-03-30,Q57343622-FC0BDEA2-6B42-4757-A64A-EB803C1D42A7
Q610788,António Costa,António Costa,male,1961-07-17,11,https://www.portugal.gov.pt/en/gc23/government,2022-04-05,Q1723031,Prime Minister,2015-11-26,Q610788-2f29e5e6-473c-1859-41e1-c08f6b0a0fe4
Q65498266,Ana Catarina Mendes,Ana Catarina Mendes,female,1973-01-14,11,https://www.portugal.gov.pt/en/gc23/government,2022-05-13,Q56872893,Minister in the Cabinet of the Prime Minister and for Parliamentary Affairs,2022-03-30,Q65498266-ff3161cf-4af5-9e7f-f59a-bf2916de6489
Q72410716,Maria do Céu Antunes,Maria do Céu Antunes,female,1970-07-10,11,https://www.portugal.gov.pt/en/gc23/government,2022-05-13,Q107815192,Minister of Agriculture and Food,2019-10-26,Q72410716-C985488D-2258-41FD-9D40-744EAE9390F3
Q72426658,Ana Abrunhosa,Ana Abrunhosa,female,1970-07-04,11,https://www.portugal.gov.pt/en/gc23/government,2022-04-05,Q107815820,Minister of Territorial Cohesion,2019-10-26,Q72426658-654F92A4-49B2-48DF-9DFD-75FD61A7D694
Q74256324,José Luís Carneiro,José Luís Carneiro,male,1971-10-04,11,,,Q43186728,Minister of Home Affairs,2022-03-30,Q74256324-5616F79C-A309-4F88-8D62-469845F5BBAB
Q85875924,Nelson de Souza,Nelson de Souza,male,1954-12-11,11,,,Q107815181,Minister for Planning,2019-10-26,Q85875924-3F61FA8E-EEC3-4DEF-B5E6-089CBF84DF54
Q97170467,António Costa Silva,António Costa Silva,male,1952-11-23,11,https://www.portugal.gov.pt/en/gc23/government,2022-05-13,Q107816158,Minister of the Economy,2022-03-30,Q97170467-0a5d5f28-4c42-b774-a191-68d29b81e652
Q97170467,António Costa Silva,António Costa Silva,male,1952-11-23,11,,,Q107814783,Minister of Maritime Affairs,2022-03-30,Q97170467-13b3fc67-4ce6-4433-7d0d-615382df37bd
